name,state,method,model_family,scenario,seed,target_component,target_depth,AA,BWT,AF,FWT,trainable_params,total_params,mean_time_per_task_s,peak_gpu_mem_mb,target
dil_naive_seed123_bert,finished,bert_textonly,bert,dil,123,,,39.16107168633037,-60.29236487186464,60.29236487186464,-81.87683797813028,108898569,108898569,524.0751507056606,6238.32275390625,
dil_naive_seed123_lilt,finished,naive,lilt,dil,123,,,39.868588756423094,-70.3254452996967,70.3254452996967,-82.85050930830532,283569353,283569353,726.8919671465022,5696.7685546875,
dil_naive_seed42,finished,naive,layoutlmv3,dil,42,,,40.05736957640367,-74.98909082240792,74.98909082240792,-85.64955046376794,125333897,125333897,648.239122190999,10532.07080078125,
dil_naive_seed42_bert,finished,bert_textonly,bert,dil,42,,,39.413984640355324,-59.69718541432082,59.69718541432082,-78.63892109332235,108898569,108898569,613.8524806080192,6238.32275390625,
dil_naive_seed42_lilt,finished,naive,lilt,dil,42,,,40.68096336747676,-69.62667479064268,69.62667479064268,-83.45483386377637,283569353,283569353,695.0892493552528,5696.7685546875,
dil_naive_seed7,finished,naive,layoutlmv3,dil,7,,,43.029803178501844,-71.00633014456328,71.00633014456328,-85.15705481888476,125333897,125333897,558.5646685640022,10532.07080078125,
dil_naive_seed7_bert,finished,bert_textonly,bert,dil,7,,,39.67955014696886,-59.69396316695021,59.69396316695021,-82.61835009003495,108898569,108898569,324.12879429365665,6238.32275390625,
dil_naive_seed7_lilt,finished,naive,lilt,dil,7,,,39.875987015289546,-70.83427371198314,70.83427371198314,-83.55262639766539,283569353,283569353,701.7913545877673,5696.7685546875,
dil_o_lora_seed123,finished,o_lora,layoutlmv3,dil,123,,,40.42990254602648,-57.82439415776274,57.82439415776274,-86.1390082519567,449289,125783186,2555.0155220826855,3648.71533203125,
dil_o_lora_seed42,finished,o_lora,layoutlmv3,dil,42,,,41.004391094768145,-55.77410490731053,55.77410490731053,-81.10265606453581,449289,125783186,1931.3228337936841,3648.71533203125,
dil_o_lora_seed7,finished,o_lora,layoutlmv3,dil,7,,,40.97289452810372,-56.89362665885718,56.89362665885718,-80.27376293116127,449289,125783186,971.3945890129932,17570.904296875,
dil_xlingual_coda_prompt_seed123,finished,coda_prompt,layoutlmv3,dil_xlingual,123,,,17.81611725458155,-0.583030118590484,0.583030118590484,-63.47139105296287,60681,125333897,307.4594910588115,3674.220703125,
dil_xlingual_coda_prompt_seed42,finished,coda_prompt,layoutlmv3,dil_xlingual,42,,,14.426385135748216,-3.5626741208122574,3.5626741208122574,-65.05309226652376,60681,125333897,371.6374449580908,3674.220703125,
dil_xlingual_coda_prompt_seed7,finished,coda_prompt,layoutlmv3,dil_xlingual,7,,,16.3263363949539,-1.1006425801171957,1.1006425801171957,-65.0627663256748,60681,125333897,292.1905433394015,3674.220703125,
dil_xlingual_der_pp_seed123,finished,der_pp,layoutlmv3,dil_xlingual,123,,,80.51855098823786,1.3632093472162943,-1.3632093472162943,-21.86038000044139,125333897,125333897,174.80206893039866,35531.7724609375,
dil_xlingual_der_pp_seed42,finished,der_pp,layoutlmv3,dil_xlingual,42,,,80.16483680618224,-0.05850447943721093,0.05850447943721093,-20.829469778504777,125333897,125333897,199.7822797236964,35531.7724609375,
dil_xlingual_der_pp_seed7,finished,der_pp,layoutlmv3,dil_xlingual,7,,,80.1395528345963,0.3411185632764884,-0.3411185632764884,-21.361264174928877,125333897,125333897,192.01033172234892,35531.7724609375,
dil_xlingual_doccl_seed123,finished,doccl,layoutlmv3,dil_xlingual,123,,all,74.25517931822377,-0.4971626458793459,0.4971626458793459,-22.404473380028513,125333897,125333897,1784.0611065998673,6844.7373046875,all
dil_xlingual_doccl_seed42,finished,doccl,layoutlmv3,dil_xlingual,42,,all,75.68081006373691,0.5699856613359344,-0.5699856613359344,-22.700941656218745,125333897,125333897,525.849361374008,6846.7373046875,all
dil_xlingual_doccl_seed7,finished,doccl,layoutlmv3,dil_xlingual,7,,all,75.16067271874893,-1.0771378606877064,1.0771378606877064,-24.045058403235668,125333897,125333897,2296.9153946384786,6844.7373046875,all
dil_xlingual_dualprompt_seed123,finished,dualprompt,layoutlmv3,dil_xlingual,123,,,15.80263721113134,-1.4289826934206036,1.4289826934206036,-65.66574190477345,15369,125333897,435.17707979064437,3673.177734375,
dil_xlingual_dualprompt_seed42,finished,dualprompt,layoutlmv3,dil_xlingual,42,,,23.750576571275634,3.968345176444167,-3.968345176444167,-64.57401295079801,15369,125333897,634.2904938727618,3673.177734375,
dil_xlingual_dualprompt_seed7,finished,dualprompt,layoutlmv3,dil_xlingual,7,,,16.24416024983933,-1.2579279144110247,1.2579279144110247,-64.83034511229499,15369,125333897,385.3647398975678,3673.177734375,
dil_xlingual_er_seed123,finished,er,layoutlmv3,dil_xlingual,123,,,80.43565896712563,1.9675693766749944,-1.9675693766749944,-21.78932248240187,125333897,125333897,160.42045444790273,27138.67529296875,
dil_xlingual_er_seed42,finished,er,layoutlmv3,dil_xlingual,42,,,78.27738688739234,1.0174407369631666,-1.0174407369631666,-21.496956024101408,125333897,125333897,125.47782038031146,27138.67529296875,
dil_xlingual_er_seed7,finished,er,layoutlmv3,dil_xlingual,7,,,79.88108253850332,1.6730763397394668,-1.6730763397394668,-20.409545728223996,125333897,125333897,162.80138955647126,27138.67529296875,
dil_xlingual_ewc_seed123,finished,ewc,layoutlmv3,dil_xlingual,123,,,39.154759992628684,-29.134996940472874,29.134996940472874,-24.233738691749636,125333897,125333897,105.47171496190131,20384.056640625,
dil_xlingual_ewc_seed42,finished,ewc,layoutlmv3,dil_xlingual,42,,,60.975165636984876,0.18530538461999235,-0.18530538461999235,-23.243828220222866,125333897,125333897,114.79395052231848,20384.056640625,
dil_xlingual_ewc_seed7,finished,ewc,layoutlmv3,dil_xlingual,7,,,62.59532638893647,0.12423721769201101,-0.12423721769201101,-21.33203054453884,125333897,125333897,169.70136967180298,20384.056640625,
dil_xlingual_joint_seed123,finished,joint,layoutlmv3,dil_xlingual,123,,,73.88413813400247,0.0,-0.0,,125333897,125333897,393.29655765399366,10532.07080078125,
dil_xlingual_joint_seed42,finished,joint,layoutlmv3,dil_xlingual,42,,,80.25485807271312,0.0,-0.0,,125333897,125333897,1027.8144178359944,10532.07080078125,
dil_xlingual_joint_seed7,finished,joint,layoutlmv3,dil_xlingual,7,,,81.38110234172036,0.0,-0.0,,125333897,125333897,1318.6073734522797,19427.818359375,
dil_xlingual_l2p_seed123,finished,l2p,layoutlmv3,dil_xlingual,123,,,16.100505685774465,-1.2793997689868868,1.2793997689868868,-65.86485474799326,53001,125333897,206.92880532993004,16843.58349609375,
dil_xlingual_l2p_seed42,finished,l2p,layoutlmv3,dil_xlingual,42,,,27.1145082085662,4.898763794893282,-4.898763794893282,-63.345232479176474,53001,125333897,346.5195330964401,16843.58349609375,
dil_xlingual_l2p_seed7,finished,l2p,layoutlmv3,dil_xlingual,7,,,16.46881347714899,-1.1858021503051224,1.1858021503051224,-64.45074070080048,53001,125333897,177.9635592673905,16843.58349609375,
dil_xlingual_lwf_seed123,finished,lwf,layoutlmv3,dil_xlingual,123,,,73.45942417575961,-6.075211177547747,6.075211177547747,-22.641194944257073,125333897,125333897,140.16756082996727,20887.7626953125,
dil_xlingual_lwf_seed42,finished,lwf,layoutlmv3,dil_xlingual,42,,,75.34641048496339,-4.93968025373529,4.93968025373529,-22.13363446804805,125333897,125333897,178.18194432025774,20887.7626953125,
dil_xlingual_lwf_seed7,finished,lwf,layoutlmv3,dil_xlingual,7,,,73.91309846545354,-6.8019662511997865,6.8019662511997865,-22.339506100401636,125333897,125333897,148.00747846961022,20887.7626953125,
dil_xlingual_naive_seed123,finished,naive,layoutlmv3,dil_xlingual,123,,,72.16901618612353,-7.289720409271077,7.289720409271077,-21.11889120865942,125333897,125333897,233.18666639660077,10532.07080078125,
dil_xlingual_naive_seed123_bert,finished,bert_textonly,bert,dil_xlingual,123,,,43.764395658980995,-7.063643849906969,7.063643849906969,-50.38169963411749,108898569,108898569,80.2450027124025,6238.32275390625,
dil_xlingual_naive_seed42,finished,naive,layoutlmv3,dil_xlingual,42,,,72.75815013197335,-7.058702680416673,7.058702680416673,-19.295555495952648,125333897,125333897,248.06304588820058,10532.07080078125,
dil_xlingual_naive_seed42_bert,finished,bert_textonly,bert,dil_xlingual,42,,,43.846858252860955,-7.024226060976668,7.024226060976668,-51.02574684361053,108898569,108898569,72.34958220180124,6238.32275390625,
dil_xlingual_naive_seed7,finished,naive,layoutlmv3,dil_xlingual,7,,,73.62979894141519,-5.375354825613783,5.375354825613783,-22.099520031000594,125333897,125333897,211.55427855260058,10532.07080078125,
dil_xlingual_naive_seed7_bert,finished,bert_textonly,bert,dil_xlingual,7,,,46.49976480776148,-5.718177815738972,5.718177815738972,-50.33528863879492,108898569,108898569,76.75379517311231,6238.32275390625,
dil_xlingual_o_lora_seed123,finished,o_lora,layoutlmv3,dil_xlingual,123,,,47.50268598257087,-16.414451135279727,16.414451135279727,-33.44589546089138,449289,125783186,664.5048373952508,3648.71533203125,
dil_xlingual_o_lora_seed42,finished,o_lora,layoutlmv3,dil_xlingual,42,,,50.35861748327649,-12.31132072989721,12.31132072989721,-35.08039885734597,449289,125783186,532.4241431996227,3648.71533203125,
dil_xlingual_o_lora_seed7,finished,o_lora,layoutlmv3,dil_xlingual,7,,,45.38924051268834,-17.594910156607845,17.594910156607845,-33.20685809758883,449289,125783186,710.739287148416,3648.71533203125,
mixed_cl_lora_seed123,finished,cl_lora,layoutlmv3,mixed,123,,,31.53649664294098,-61.40871165704266,61.40871165704266,-89.23829061514999,461593,125788569,1820.7988154473521,1827.26513671875,
mixed_cl_lora_seed42,finished,cl_lora,layoutlmv3,mixed,42,,,30.674736701440196,-61.761659538592106,61.761659538592106,-89.24743495811359,461593,125788569,2190.983959604821,1827.26513671875,
mixed_cl_lora_seed7,finished,cl_lora,layoutlmv3,mixed,7,,,31.903730283593912,-61.3551587815828,61.3551587815828,-89.2490394506928,461593,125788569,2562.4135997801786,1827.26513671875,
mixed_coda_prompt_seed123,finished,coda_prompt,layoutlmv3,mixed,123,,,6.5694972539079,-6.744798283415126,6.744798283415126,-88.05694318717761,72985,125346201,604.366316586112,3674.9033203125,
mixed_coda_prompt_seed42,finished,coda_prompt,layoutlmv3,mixed,42,,,9.612233752048063,-4.400817474049245,4.400817474049245,-88.81102241841249,72985,125346201,935.7060277083268,3674.9033203125,
mixed_coda_prompt_seed7,finished,coda_prompt,layoutlmv3,mixed,7,,,8.154761904761905,-6.517012581004643,6.517012581004643,-88.80092845201595,72985,125346201,970.136514182513,3674.9033203125,
mixed_der_pp_seed123,finished,der_pp,layoutlmv3,mixed,123,,,58.035176429387796,-37.17906023192689,37.17906023192689,-78.5979218607997,125346201,125346201,192.05555476791537,35534.2099609375,
mixed_der_pp_seed123_lilt,finished,der_pp,lilt,mixed,123,,,56.58544880282326,-33.006251961348006,33.006251961348006,-83.0354472176831,283581657,283581657,254.16356825611243,6654.35888671875,
mixed_der_pp_seed42,finished,der_pp,layoutlmv3,mixed,42,,,60.926490579425014,-34.867699551344074,34.867699551344074,-79.48671238435722,125346201,125346201,238.59615491547933,35534.2099609375,
mixed_der_pp_seed42_lilt,finished,der_pp,lilt,mixed,42,,,51.84728419603127,-37.68075038395342,37.68075038395342,-79.2993243987317,283581657,283581657,246.935753247623,6654.35888671875,
mixed_der_pp_seed7,finished,der_pp,layoutlmv3,mixed,7,,,63.512211050982664,-32.34330666039297,32.34330666039297,-79.01366621599206,125346201,125346201,187.13556737437224,35534.2099609375,
mixed_doccl_seed123,finished,doccl,layoutlmv3,mixed,123,,all,56.856527711022885,-36.10318937523065,36.10318937523065,-80.47142531225393,125346201,125346201,1549.9402265461588,5013.39794921875,all
mixed_doccl_seed42,finished,doccl,layoutlmv3,mixed,42,,all,60.30448271788353,-16.352237567475697,16.352237567475697,-80.10870146391838,125346201,125346201,1897.765938321827,5013.39794921875,all
mixed_doccl_seed7,finished,doccl,layoutlmv3,mixed,7,,all,55.74969302215132,-28.7102994595114,28.7102994595114,-80.82353751339095,125346201,125346201,2010.1406634278635,5013.39794921875,all
mixed_dualprompt_seed123,finished,dualprompt,layoutlmv3,mixed,123,,,11.659338869890897,-3.867577339727309,3.867577339727309,-88.14370841129428,27673,125346201,1311.0821213617455,3673.873046875,
mixed_dualprompt_seed42,finished,dualprompt,layoutlmv3,mixed,42,,,11.844248941023134,-1.0465973109462046,1.0465973109462046,-88.91218100172549,27673,125346201,526.8995133579398,16844.02783203125,
mixed_dualprompt_seed7,finished,dualprompt,layoutlmv3,mixed,7,,,11.63583252190847,-2.864443179792234,2.864443179792234,-84.80711605558443,27673,125346201,1280.0053938468918,3673.873046875,
mixed_er_cflat_seed123,finished,er_cflat,layoutlmv3,mixed,123,,,61.45091545468173,-24.44827160976286,24.44827160976286,-79.0287751335122,125346201,125346201,5672.392569062485,3828.2255859375,
mixed_er_cflat_seed42,finished,er_cflat,layoutlmv3,mixed,42,,,62.30636277474766,-24.108291998557345,24.108291998557345,-80.22532954832181,125346201,125346201,724.5722647988392,5623.2939453125,
mixed_er_cflat_seed7,finished,er_cflat,layoutlmv3,mixed,7,,,62.89435952028074,-16.86748063640147,16.86748063640147,-81.26285637642684,125346201,125346201,529.5624745870009,5621.2939453125,
mixed_er_seed123,finished,er,layoutlmv3,mixed,123,,,62.257601622616086,-22.59906090286311,22.59906090286311,-79.56898499187729,125346201,125346201,167.8351870997188,27140.33935546875,
mixed_er_seed123_lilt,finished,er,lilt,mixed,123,,,55.7314101592789,-24.075031909070866,24.075031909070866,-81.5967363303362,283581657,283581657,199.0230248120303,6652.96533203125,
mixed_er_seed42,finished,er,layoutlmv3,mixed,42,,,64.32730211749605,-17.151509772039603,17.151509772039603,-77.8366813170232,125346201,125346201,137.17127815967737,27140.33935546875,
mixed_er_seed42_lilt,finished,er,lilt,mixed,42,,,56.610260696519525,-24.817000180538805,24.817000180538805,-81.70471655367281,283581657,283581657,229.94445531528132,6652.96533203125,
mixed_er_seed7,finished,er,layoutlmv3,mixed,7,,,54.375651715141316,-30.834823136161468,30.834823136161468,-79.18530244968643,125346201,125346201,180.98856044816785,27140.33935546875,
mixed_er_seed7_lilt,finished,er,lilt,mixed,7,,,58.54941298528442,-21.003155139357574,21.003155139357574,-79.33634636808704,283581657,283581657,198.70222417567857,6652.96533203125,
mixed_ewc_seed123,finished,ewc,layoutlmv3,mixed,123,,,16.465310730593718,-6.8198420145194785,6.8198420145194785,-89.2490394506928,125346201,125346201,107.32909739149424,20384.791015625,
mixed_ewc_seed123_lilt,finished,ewc,lilt,mixed,123,,,24.762753685720998,-26.385725776127618,26.385725776127618,-89.01064013183372,283581657,283581657,230.92581138930595,9890.7080078125,
mixed_ewc_seed42,finished,ewc,layoutlmv3,mixed,42,,,16.8026756536952,-6.6467474651405265,6.6467474651405265,-89.2490394506928,125346201,125346201,115.17724668250109,20384.791015625,
mixed_ewc_seed42_lilt,finished,ewc,lilt,mixed,42,,,30.488014728467405,-34.076306347285424,34.076306347285424,-89.2490394506928,283581657,283581657,317.73478880214196,9890.7080078125,
mixed_ewc_seed7,finished,ewc,layoutlmv3,mixed,7,,,32.85801558661897,-11.876429903953197,11.876429903953197,-87.71375261619013,125346201,125346201,110.3934309311832,20384.791015625,
mixed_ewc_seed7_lilt,finished,ewc,lilt,mixed,7,,,28.941362153691387,-37.26745131709687,37.26745131709687,-89.2490394506928,283581657,283581657,200.26789198691645,9890.7080078125,
mixed_joint_seed123,finished,joint,layoutlmv3,mixed,123,,,68.3068601078721,0.0,-0.0,,125346201,125346201,1624.0888114049958,10532.46142578125,
mixed_joint_seed42,finished,joint,layoutlmv3,mixed,42,,,67.54645743695941,0.0,-0.0,,125346201,125346201,1133.6190707150017,10532.46142578125,
mixed_joint_seed7,finished,joint,layoutlmv3,mixed,7,,,66.6639762403542,0.0,-0.0,,125346201,125346201,1244.6160647340002,10532.46142578125,
mixed_l2p_seed123,finished,l2p,layoutlmv3,mixed,123,,,11.620185922974768,-4.56682266401635,4.56682266401635,-85.77159497053377,65305,125346201,544.0715714249915,16844.19970703125,
mixed_l2p_seed42,finished,l2p,layoutlmv3,mixed,42,,,11.337981407702522,-1.7069329991335505,1.7069329991335505,-88.6028122729028,65305,125346201,524.3677494923273,16844.19970703125,
mixed_l2p_seed7,finished,l2p,layoutlmv3,mixed,7,,,11.411862990810361,-2.2672486441544093,2.2672486441544093,-87.89134935630885,65305,125346201,550.1617746771468,16844.19970703125,
mixed_lwf_seed123,finished,lwf,layoutlmv3,mixed,123,,,36.47132288028143,-64.8313512589294,64.8313512589294,-89.2490394506928,125346201,125346201,340.50788618430187,20889.7236328125,
mixed_lwf_seed42,finished,lwf,layoutlmv3,mixed,42,,,35.100386990749094,-66.93853473871167,66.93853473871167,-89.2490394506928,125346201,125346201,335.2382558967608,20889.7236328125,
mixed_lwf_seed7,finished,lwf,layoutlmv3,mixed,7,,,34.13326131901448,-67.539115320039,67.539115320039,-89.2490394506928,125346201,125346201,205.50097974032784,20889.7236328125,
mixed_naive_seed123,finished,naive,layoutlmv3,mixed,123,,,33.46928807875894,-67.35998047997812,67.35998047997812,-89.2490394506928,125346201,125346201,434.70803592249894,10532.46142578125,
mixed_naive_seed123_bert,finished,bert_textonly,bert,mixed,123,,,23.37591147293844,-61.86318876267431,61.86318876267431,-89.2490394506928,108910873,108910873,114.0372627734517,6239.01025390625,
mixed_naive_seed123_lilt,finished,naive,lilt,mixed,123,,,31.109020233050217,-65.19606553271527,65.19606553271527,-89.2490394506928,283581657,283581657,466.61210420207743,5697.8037109375,
mixed_naive_seed42,finished,naive,layoutlmv3,mixed,42,,,34.08110563210703,-66.49637539991892,66.49637539991892,-89.2490394506928,125346201,125346201,367.63520698083204,10532.46142578125,
mixed_naive_seed42_bert,finished,bert_textonly,bert,mixed,42,,,23.104952259848435,-59.84760383080602,59.84760383080602,-89.2490394506928,108910873,108910873,113.07446974492632,6239.01025390625,
mixed_naive_seed42_lilt,finished,naive,lilt,mixed,42,,,31.069703507257866,-65.90890644433179,65.90890644433179,-89.2490394506928,283581657,283581657,523.1677591962119,5697.8037109375,
mixed_naive_seed7,finished,naive,layoutlmv3,mixed,7,,,34.00522885601514,-66.82421304034838,66.82421304034838,-89.2490394506928,125346201,125346201,437.94913034816756,10532.46142578125,
mixed_naive_seed7_bert,finished,bert_textonly,bert,mixed,7,,,23.64027981705902,-62.123867758905966,62.123867758905966,-89.2490394506928,108910873,108910873,138.8212672995869,6239.01025390625,
mixed_naive_seed7_lilt,finished,naive,lilt,mixed,7,,,29.817208443011612,-66.18609928490584,66.18609928490584,-89.2490394506928,283581657,283581657,491.5740128736943,5697.8037109375,
mixed_o_lora_seed123,finished,o_lora,layoutlmv3,mixed,123,,,14.199759326113117,-20.34981507997031,20.34981507997031,-87.35336411502436,461593,125788569,1276.4058900522068,3649.3759765625,
mixed_o_lora_seed42,finished,o_lora,layoutlmv3,mixed,42,,,12.848605270655838,-19.2518845732331,19.2518845732331,-88.57738463435848,461593,125788569,1271.003925648518,3649.3759765625,
mixed_o_lora_seed7,finished,o_lora,layoutlmv3,mixed,7,,,13.221601489757916,-16.996178009960435,16.996178009960435,-89.02374842429886,461593,125788569,975.8373056758816,3649.3759765625,
single_cord_naive_seed123,finished,naive,layoutlmv3,single_cord,123,,,94.58841463414635,0.0,-0.0,,125373885,125373885,1093.1993419669998,10533.34033203125,
single_cord_naive_seed42,finished,naive,layoutlmv3,single_cord,42,,,93.65260357278602,0.0,-0.0,,125373885,125373885,778.5235431860019,10533.34033203125,
single_cord_naive_seed7,finished,naive,layoutlmv3,single_cord,7,,,94.19795221843003,0.0,-0.0,,125373885,125373885,906.9396984529994,10533.34033203125,
single_funsd_naive_seed123,finished,naive,layoutlmv3,single_funsd,123,,,87.56567425569177,0.0,-0.0,,125332359,125332359,166.12484041599964,10532.02197265625,
single_funsd_naive_seed42,finished,naive,layoutlmv3,single_funsd,42,,,88.72853943767106,0.0,-0.0,,125332359,125332359,272.53137083899855,10532.02197265625,
single_funsd_naive_seed7,finished,naive,layoutlmv3,single_funsd,7,,,85.93363051015355,0.0,-0.0,,125332359,125332359,153.6253104919997,10532.02197265625,
single_sroie_naive_seed123,finished,naive,layoutlmv3,single_sroie,123,,,83.73557187827912,0.0,-0.0,,125333897,125333897,1279.118474936,10532.07080078125,
single_sroie_naive_seed42,finished,naive,layoutlmv3,single_sroie,42,,,83.14993122420907,0.0,-0.0,,125333897,125333897,843.4576537789981,10532.07080078125,
single_sroie_naive_seed7,finished,naive,layoutlmv3,single_sroie,7,,,82.5164594001463,0.0,-0.0,,125333897,125333897,580.5177489380003,10532.07080078125,
single_wildreceipt_naive_seed123,finished,naive,layoutlmv3,single_wildreceipt,123,,,84.95949792016346,0.0,-0.0,,125364657,125364657,1146.0189057259995,10533.04736328125,
single_wildreceipt_naive_seed42,finished,naive,layoutlmv3,single_wildreceipt,42,,,84.9006143838092,0.0,-0.0,,125364657,125364657,1110.7452040930002,10533.04736328125,
single_wildreceipt_naive_seed7,finished,naive,layoutlmv3,single_wildreceipt,7,,,85.703913453859,0.0,-0.0,,125364657,125364657,1728.3382646200007,10533.04736328125,
single_xfund_naive_seed123,finished,naive,layoutlmv3,single_xfund,123,,,80.91979195182041,0.0,-0.0,,125332359,125332359,344.89869717799957,10532.02197265625,
single_xfund_naive_seed42,finished,naive,layoutlmv3,single_xfund,42,,,76.32296781232952,0.0,-0.0,,125332359,125332359,172.8904464820007,10532.02197265625,
single_xfund_naive_seed7,finished,naive,layoutlmv3,single_xfund,7,,,80.36383092562869,0.0,-0.0,,125332359,125332359,276.9458607209999,10532.02197265625,
